country_name,country_code,indicator_code,value,year,region,income_group
China,CHN,SE.XPD.TOTL.GD.ZS,1.65,1992,East Asia & Pacific,Upper middle income
China,CHN,SE.XPD.TOTL.GD.ZS,1.89,1999,East Asia & Pacific,Upper middle income
China,CHN,SE.XPD.TOTL.GD.ZS,2.04,1982,East Asia & Pacific,Upper middle income
China,CHN,SE.XPD.TOTL.GD.ZS,1.91,1980,East Asia & Pacific,Upper middle income
China,CHN,SE.XPD.TOTL.GD.ZS,2.01,1985,East Asia & Pacific,Upper middle income
China,CHN,SE.XPD.TOTL.GD.ZS,1.84,1995,East Asia & Pacific,Upper middle income
Aruba,ABW,SE.PRM.ENRR,113.74,2010,Latin America & Caribbean,High income
Aruba,ABW,SE.PRM.ENRR,104.06,2012,Latin America & Caribbean,High income
Aruba,ABW,SE.PRM.ENRR,110.84,2004,Latin America & Caribbean,High income
Aruba,ABW,SE.PRM.ENRR,109.4,2001,Latin America & Caribbean,High income
Aruba,ABW,SE.SEC.ENRR,100.51,2002,Latin America & Caribbean,High income
Aruba,ABW,SE.SEC.ENRR,96.72,2009,Latin America & Caribbean,High income
Aruba,ABW,SE.TER.ENRR,29.06,2001,Latin America & Caribbean,High income
Aruba,ABW,SE.TER.ENRR,16.2,2013,Latin America & Caribbean,High income
Aruba,ABW,SE.TER.ENRR,15.27,2015,Latin America & Caribbean,High income
Aruba,ABW,SE.ADT.LITR.ZS,97.29,2000,Latin America & Caribbean,High income
Aruba,ABW,SE.XPD.TOTL.GD.ZS,4.92,2002,Latin America & Caribbean,High income
Aruba,ABW,SE.XPD.TOTL.GD.ZS,4.74,2001,Latin America & Caribbean,High income
Benin,BEN,SE.PRM.ENRR,39.38,1974,Sub-Saharan Africa,Low income
Benin,BEN,SE.PRM.ENRR,65.88,1993,Sub-Saharan Africa,Low income
Benin,BEN,SE.PRM.ENRR,59.83,1981,Sub-Saharan Africa,Low income
Benin,BEN,SE.PRM.ENRR,98.55,2005,Sub-Saharan Africa,Low income
Benin,BEN,SE.PRM.ENRR,71.8,1996,Sub-Saharan Africa,Low income
Benin,BEN,SE.SEC.ENRR,19.84,1984,Sub-Saharan Africa,Low income
Benin,BEN,SE.SEC.ENRR,9.13,1977,Sub-Saharan Africa,Low income
Benin,BEN,SE.SEC.ENRR,14.9,1987,Sub-Saharan Africa,Low income
Benin,BEN,SE.SEC.ENRR,25.29,2002,Sub-Saharan Africa,Low income
Benin,BEN,SE.SEC.ENRR,12.24,1980,Sub-Saharan Africa,Low income
Benin,BEN,SE.SEC.ENRR,20.79,1999,Sub-Saharan Africa,Low income
Benin,BEN,SE.TER.ENRR,7.9,2007,Sub-Saharan Africa,Low income
Benin,BEN,SE.TER.ENRR,1.09,1978,Sub-Saharan Africa,Low income
Benin,BEN,SE.TER.ENRR,3.68,2000,Sub-Saharan Africa,Low income
Benin,BEN,SE.TER.ENRR,0.96,1979,Sub-Saharan Africa,Low income
Benin,BEN,SE.TER.ENRR,1.92,1984,Sub-Saharan Africa,Low income
Benin,BEN,SE.TER.ENRR,5.26,2002,Sub-Saharan Africa,Low income
Benin,BEN,SE.TER.ENRR,0.43,1973,Sub-Saharan Africa,Low income
Benin,BEN,SE.XPD.TOTL.GD.ZS,4.32,2014,Sub-Saharan Africa,Low income
Benin,BEN,SE.XPD.TOTL.GD.ZS,2.62,1999,Sub-Saharan Africa,Low income
Benin,BEN,SE.XPD.TOTL.GD.ZS,4.55,2013,Sub-Saharan Africa,Low income
Aruba,ABW,SE.PRM.ENRR,113.08,2008,Latin America & Caribbean,High income
Aruba,ABW,SE.PRM.ENRR,109.21,2003,Latin America & Caribbean,High income
Aruba,ABW,SE.PRM.ENRR,117.32,2014,Latin America & Caribbean,High income
Aruba,ABW,SE.SEC.ENRR,96.49,2000,Latin America & Caribbean,High income
Aruba,ABW,SE.TER.ENRR,33.93,2007,Latin America & Caribbean,High income
Aruba,ABW,SE.TER.ENRR,35.24,2008,Latin America & Caribbean,High income
Aruba,ABW,SE.TER.ENRR,29.66,2000,Latin America & Caribbean,High income
Aruba,ABW,SE.TER.ENRR,31.68,2005,Latin America & Caribbean,High income
Aruba,ABW,SE.TER.ENRR,26.3,2004,Latin America & Caribbean,High income
Aruba,ABW,SE.ADT.LITR.ZS,96.82,2010,Latin America & Caribbean,High income
Aruba,ABW,SE.XPD.TOTL.GD.ZS,4.71,2000,Latin America & Caribbean,High income
Aruba,ABW,SE.XPD.TOTL.GD.ZS,6.16,2014,Latin America & Caribbean,High income
Aruba,ABW,SE.XPD.TOTL.GD.ZS,4.76,1998,Latin America & Caribbean,High income
Aruba,ABW,SE.XPD.TOTL.GD.ZS,4.8,2007,Latin America & Caribbean,High income
Benin,BEN,SE.PRM.ENRR,116.29,2010,Sub-Saharan Africa,Low income
Benin,BEN,SE.PRM.ENRR,63.77,1985,Sub-Saharan Africa,Low income
Benin,BEN,SE.PRM.ENRR,122.77,2012,Sub-Saharan Africa,Low income
Benin,BEN,SE.PRM.ENRR,57.76,1980,Sub-Saharan Africa,Low income
Benin,BEN,SE.PRM.ENRR,110.03,2008,Sub-Saharan Africa,Low income
Benin,BEN,SE.PRM.ENRR,125.56,2014,Sub-Saharan Africa,Low income
Benin,BEN,SE.PRM.ENRR,97.84,2003,Sub-Saharan Africa,Low income
Benin,BEN,SE.PRM.ENRR,47.6,1976,Sub-Saharan Africa,Low income
Benin,BEN,SE.PRM.ENRR,56.39,1979,Sub-Saharan Africa,Low income
Benin,BEN,SE.SEC.ENRR,23.38,2001,Sub-Saharan Africa,Low income
Benin,BEN,SE.SEC.ENRR,26.58,2003,Sub-Saharan Africa,Low income
Benin,BEN,SE.SEC.ENRR,6.37,1973,Sub-Saharan Africa,Low income
Benin,BEN,SE.TER.ENRR,12.37,2011,Sub-Saharan Africa,Low income
Benin,BEN,SE.TER.ENRR,5.87,2004,Sub-Saharan Africa,Low income
Benin,BEN,SE.TER.ENRR,2.26,1987,Sub-Saharan Africa,Low income
Benin,BEN,SE.TER.ENRR,1.71,1982,Sub-Saharan Africa,Low income
Benin,BEN,SE.TER.ENRR,0.71,1974,Sub-Saharan Africa,Low income
Benin,BEN,SE.TER.ENRR,0.24,1972,Sub-Saharan Africa,Low income
Benin,BEN,SE.TER.ENRR,1.44,1981,Sub-Saharan Africa,Low income
Benin,BEN,SE.TER.ENRR,0.68,1975,Sub-Saharan Africa,Low income
Benin,BEN,SE.ADT.LITR.ZS,16.48,1979,Sub-Saharan Africa,Low income
Benin,BEN,SE.XPD.TOTL.GD.ZS,3.23,2007,Sub-Saharan Africa,Low income
Benin,BEN,SE.XPD.TOTL.GD.ZS,2.89,2000,Sub-Saharan Africa,Low income
Chile,CHL,SE.PRM.ENRR,106.68,2003,Latin America & Caribbean,High income
Chile,CHL,SE.PRM.ENRR,106.76,2009,Latin America & Caribbean,High income
Chile,CHL,SE.PRM.ENRR,128.88,1972,Latin America & Caribbean,High income
Chile,CHL,SE.PRM.ENRR,112.68,1983,Latin America & Caribbean,High income
Chile,CHL,SE.PRM.ENRR,101.73,2012,Latin America & Caribbean,High income
Chile,CHL,SE.PRM.ENRR,110.49,2004,Latin America & Caribbean,High income
Chile,CHL,SE.PRM.ENRR,102.4,1996,Latin America & Caribbean,High income
Chile,CHL,SE.PRM.ENRR,108.93,2000,Latin America & Caribbean,High income
Chile,CHL,SE.SEC.ENRR,96.46,1992,Latin America & Caribbean,High income
Chile,CHL,SE.SEC.ENRR,53.55,1971,Latin America & Caribbean,High income
Chile,CHL,SE.TER.ENRR,28.32,1995,Latin America & Caribbean,High income
Chile,CHL,SE.TER.ENRR,49.99,2005,Latin America & Caribbean,High income
Chile,CHL,SE.TER.ENRR,33.77,1998,Latin America & Caribbean,High income
Chile,CHL,SE.TER.ENRR,15.1,1973,Latin America & Caribbean,High income
Chile,CHL,SE.TER.ENRR,17.64,1987,Latin America & Caribbean,High income
Chile,CHL,SE.TER.ENRR,69.67,2010,Latin America & Caribbean,High income
Chile,CHL,SE.TER.ENRR,15.46,1984,Latin America & Caribbean,High income
Chile,CHL,SE.ADT.LITR.ZS,94.29,1992,Latin America & Caribbean,High income
Chile,CHL,SE.XPD.TOTL.GD.ZS,2.64,1995,Latin America & Caribbean,High income
Chile,CHL,SE.XPD.TOTL.GD.ZS,3.79,1975,Latin America & Caribbean,High income
Chile,CHL,SE.XPD.TOTL.GD.ZS,3.79,2008,Latin America & Caribbean,High income
China,CHN,SE.PRM.ENRR,128.38,1987,East Asia & Pacific,Upper middle income
China,CHN,SE.PRM.ENRR,123.29,1975,East Asia & Pacific,Upper middle income
China,CHN,SE.PRM.ENRR,108.3,1971,East Asia & Pacific,Upper middle income
China,CHN,SE.PRM.ENRR,104.13,2015,East Asia & Pacific,Upper middle income
China,CHN,SE.PRM.ENRR,112.47,2010,East Asia & Pacific,Upper middle income
China,CHN,SE.PRM.ENRR,109.37,2007,East Asia & Pacific,Upper middle income
China,CHN,SE.SEC.ENRR,39.64,1991,East Asia & Pacific,Upper middle income
China,CHN,SE.SEC.ENRR,57.4,1976,East Asia & Pacific,Upper middle income
China,CHN,SE.SEC.ENRR,89.08,2011,East Asia & Pacific,Upper middle income
China,CHN,SE.SEC.ENRR,42.8,1992,East Asia & Pacific,Upper middle income
China,CHN,SE.SEC.ENRR,48.59,1974,East Asia & Pacific,Upper middle income
China,CHN,SE.SEC.ENRR,30.13,1984,East Asia & Pacific,Upper middle income
China,CHN,SE.TER.ENRR,20.84,2007,East Asia & Pacific,Upper middle income
China,CHN,SE.TER.ENRR,3.03,1989,East Asia & Pacific,Upper middle income
China,CHN,SE.TER.ENRR,0.35,1974,East Asia & Pacific,Upper middle income
China,CHN,SE.TER.ENRR,15.64,2003,East Asia & Pacific,Upper middle income
China,CHN,SE.TER.ENRR,23.95,2010,East Asia & Pacific,Upper middle income
China,CHN,SE.TER.ENRR,1.82,1981,East Asia & Pacific,Upper middle income
China,CHN,SE.TER.ENRR,3.67,1994,East Asia & Pacific,Upper middle income
China,CHN,SE.TER.ENRR,5.98,1998,East Asia & Pacific,Upper middle income
China,CHN,SE.ADT.LITR.ZS,65.51,1982,East Asia & Pacific,Upper middle income
China,CHN,SE.XPD.TOTL.GD.ZS,1.61,1972,East Asia & Pacific,Upper middle income
China,CHN,SE.XPD.TOTL.GD.ZS,1.8,1987,East Asia & Pacific,Upper middle income
China,CHN,SE.XPD.TOTL.GD.ZS,1.76,1974,East Asia & Pacific,Upper middle income
China,CHN,SE.XPD.TOTL.GD.ZS,1.75,1977,East Asia & Pacific,Upper middle income
China,CHN,SE.XPD.TOTL.GD.ZS,1.99,1994,East Asia & Pacific,Upper middle income
Chile,CHL,SE.PRM.ENRR,103.6,1992,Latin America & Caribbean,High income
Chile,CHL,SE.PRM.ENRR,119.23,1976,Latin America & Caribbean,High income
Chile,CHL,SE.PRM.ENRR,117.68,1977,Latin America & Caribbean,High income
Chile,CHL,SE.PRM.ENRR,106.37,1998,Latin America & Caribbean,High income
Chile,CHL,SE.PRM.ENRR,127.34,1974,Latin America & Caribbean,High income
Chile,CHL,SE.PRM.ENRR,100.19,2013,Latin America & Caribbean,High income
Chile,CHL,SE.PRM.ENRR,122.18,1970,Latin America & Caribbean,High income
Chile,CHL,SE.SEC.ENRR,98.33,2006,Latin America & Caribbean,High income
Chile,CHL,SE.SEC.ENRR,90.64,2002,Latin America & Caribbean,High income
Chile,CHL,SE.SEC.ENRR,100.65,2015,Latin America & Caribbean,High income
Chile,CHL,SE.SEC.ENRR,76.88,1986,Latin America & Caribbean,High income
Chile,CHL,SE.SEC.ENRR,77.19,1990,Latin America & Caribbean,High income
Chile,CHL,SE.SEC.ENRR,87.1,2000,Latin America & Caribbean,High income
Chile,CHL,SE.TER.ENRR,11.41,1979,Latin America & Caribbean,High income
Chile,CHL,SE.TER.ENRR,13.4,1982,Latin America & Caribbean,High income
Chile,CHL,SE.TER.ENRR,26.41,1993,Latin America & Caribbean,High income
Chile,CHL,SE.TER.ENRR,37.15,2000,Latin America & Caribbean,High income
Chile,CHL,SE.XPD.TOTL.GD.ZS,3.85,2003,Latin America & Caribbean,High income
Chile,CHL,SE.XPD.TOTL.GD.ZS,4.75,2014,Latin America & Caribbean,High income
Chile,CHL,SE.XPD.TOTL.GD.ZS,2.88,1996,Latin America & Caribbean,High income
Chile,CHL,SE.XPD.TOTL.GD.ZS,3.02,2006,Latin America & Caribbean,High income
Chile,CHL,SE.XPD.TOTL.GD.ZS,3.0,1987,Latin America & Caribbean,High income
Chile,CHL,SE.XPD.TOTL.GD.ZS,4.56,2013,Latin America & Caribbean,High income
Chile,CHL,SE.XPD.TOTL.GD.ZS,3.84,1999,Latin America & Caribbean,High income
Chile,CHL,SE.XPD.TOTL.GD.ZS,3.44,1998,Latin America & Caribbean,High income
Chile,CHL,SE.XPD.TOTL.GD.ZS,4.92,2015,Latin America & Caribbean,High income
China,CHN,SE.PRM.ENRR,123.27,1976,East Asia & Pacific,Upper middle income
China,CHN,SE.PRM.ENRR,109.12,1996,East Asia & Pacific,Upper middle income
China,CHN,SE.PRM.ENRR,112.5,1983,East Asia & Pacific,Upper middle income
China,CHN,SE.PRM.ENRR,113.95,2009,East Asia & Pacific,Upper middle income
China,CHN,SE.PRM.ENRR,118.64,1985,East Asia & Pacific,Upper middle income
China,CHN,SE.SEC.ENRR,60.9,2001,East Asia & Pacific,Upper middle income
China,CHN,SE.SEC.ENRR,28.22,1970,East Asia & Pacific,Upper middle income
China,CHN,SE.SEC.ENRR,80.61,2009,East Asia & Pacific,Upper middle income
China,CHN,SE.SEC.ENRR,39.56,1981,East Asia & Pacific,Upper middle income
China,CHN,SE.SEC.ENRR,45.74,1993,East Asia & Pacific,Upper middle income
China,CHN,SE.SEC.ENRR,72.58,2007,East Asia & Pacific,Upper middle income
China,CHN,SE.TER.ENRR,20.5,2006,East Asia & Pacific,Upper middle income
China,CHN,SE.TER.ENRR,3.12,1988,East Asia & Pacific,Upper middle income
China,CHN,SE.TER.ENRR,3.16,1987,East Asia & Pacific,Upper middle income
China,CHN,SE.TER.ENRR,2.93,1993,East Asia & Pacific,Upper middle income
China,CHN,SE.ADT.LITR.ZS,90.92,2000,East Asia & Pacific,Upper middle income
China,CHN,SE.XPD.TOTL.GD.ZS,1.66,1993,East Asia & Pacific,Upper middle income
China,CHN,SE.XPD.TOTL.GD.ZS,1.76,1988,East Asia & Pacific,Upper middle income
China,CHN,SE.XPD.TOTL.GD.ZS,2.15,1979,East Asia & Pacific,Upper middle income
China,CHN,SE.XPD.TOTL.GD.ZS,1.71,1975,East Asia & Pacific,Upper middle income
China,CHN,SE.XPD.TOTL.GD.ZS,2.08,1983,East Asia & Pacific,Upper middle income
Argentina,ARG,SE.PRM.ENRR,105.94,1972,Latin America & Caribbean,Upper middle income
Argentina,ARG,SE.PRM.ENRR,112.98,2012,Latin America & Caribbean,Upper middle income
Argentina,ARG,SE.PRM.ENRR,118.76,2002,Latin America & Caribbean,Upper middle income
Argentina,ARG,SE.PRM.ENRR,114.77,2011,Latin America & Caribbean,Upper middle income
Argentina,ARG,SE.PRM.ENRR,109.99,2014,Latin America & Caribbean,Upper middle income
Argentina,ARG,SE.PRM.ENRR,105.65,1970,Latin America & Caribbean,Upper middle income
Argentina,ARG,SE.PRM.ENRR,106.31,1974,Latin America & Caribbean,Upper middle income
Argentina,ARG,SE.PRM.ENRR,118.84,2006,Latin America & Caribbean,Upper middle income
Argentina,ARG,SE.SEC.ENRR,93.71,2007,Latin America & Caribbean,Upper middle income
Argentina,ARG,SE.SEC.ENRR,70.45,1988,Latin America & Caribbean,Upper middle income
Argentina,ARG,SE.SEC.ENRR,70.21,1985,Latin America & Caribbean,Upper middle income
Argentina,ARG,SE.TER.ENRR,26.72,1975,Latin America & Caribbean,Upper middle income
Argentina,ARG,SE.TER.ENRR,21.24,1978,Latin America & Caribbean,Upper middle income
Argentina,ARG,SE.TER.ENRR,23.18,1981,Latin America & Caribbean,Upper middle income
Argentina,ARG,SE.TER.ENRR,35.65,1985,Latin America & Caribbean,Upper middle income
Argentina,ARG,SE.TER.ENRR,64.81,2003,Latin America & Caribbean,Upper middle income
Argentina,ARG,SE.TER.ENRR,82.92,2014,Latin America & Caribbean,Upper middle income
Argentina,ARG,SE.ADT.LITR.ZS,96.13,1991,Latin America & Caribbean,Upper middle income
Argentina,ARG,SE.XPD.TOTL.GD.ZS,4.83,2001,Latin America & Caribbean,Upper middle income
Argentina,ARG,SE.XPD.TOTL.GD.ZS,4.04,1998,Latin America & Caribbean,Upper middle income
Benin,BEN,SE.XPD.TOTL.GD.ZS,4.36,2015,Sub-Saharan Africa,Low income
Benin,BEN,SE.XPD.TOTL.GD.ZS,4.87,2012,Sub-Saharan Africa,Low income
Burkina Faso,BFA,SE.PRM.ENRR,46.44,2001,Sub-Saharan Africa,Low income
Burkina Faso,BFA,SE.PRM.ENRR,14.12,1975,Sub-Saharan Africa,Low income
Burkina Faso,BFA,SE.PRM.ENRR,21.84,1983,Sub-Saharan Africa,Low income
Burkina Faso,BFA,SE.PRM.ENRR,33.72,1991,Sub-Saharan Africa,Low income
Burkina Faso,BFA,SE.PRM.ENRR,30.32,1988,Sub-Saharan Africa,Low income
Burkina Faso,BFA,SE.PRM.ENRR,58.33,2005,Sub-Saharan Africa,Low income
Burkina Faso,BFA,SE.PRM.ENRR,62.07,2006,Sub-Saharan Africa,Low income
Burkina Faso,BFA,SE.SEC.ENRR,1.63,1974,Sub-Saharan Africa,Low income
Burkina Faso,BFA,SE.SEC.ENRR,1.28,1971,Sub-Saharan Africa,Low income
Burkina Faso,BFA,SE.SEC.ENRR,1.32,1972,Sub-Saharan Africa,Low income
Burkina Faso,BFA,SE.SEC.ENRR,2.48,1980,Sub-Saharan Africa,Low income
Burkina Faso,BFA,SE.SEC.ENRR,3.81,1985,Sub-Saharan Africa,Low income
Burkina Faso,BFA,SE.TER.ENRR,0.23,1979,Sub-Saharan Africa,Low income
Burkina Faso,BFA,SE.TER.ENRR,0.76,1990,Sub-Saharan Africa,Low income
Burkina Faso,BFA,SE.TER.ENRR,0.05,1973,Sub-Saharan Africa,Low income
Burkina Faso,BFA,SE.TER.ENRR,0.54,1984,Sub-Saharan Africa,Low income
Burkina Faso,BFA,SE.TER.ENRR,2.44,2006,Sub-Saharan Africa,Low income
Burkina Faso,BFA,SE.TER.ENRR,0.64,1987,Sub-Saharan Africa,Low income
Burkina Faso,BFA,SE.ADT.LITR.ZS,23.55,2005,Sub-Saharan Africa,Low income
Burkina Faso,BFA,SE.XPD.TOTL.GD.ZS,1.96,1980,Sub-Saharan Africa,Low income
Burkina Faso,BFA,SE.XPD.TOTL.GD.ZS,1.68,1978,Sub-Saharan Africa,Low income
Burkina Faso,BFA,SE.XPD.TOTL.GD.ZS,1.75,1983,Sub-Saharan Africa,Low income
Burkina Faso,BFA,SE.XPD.TOTL.GD.ZS,4.45,2006,Sub-Saharan Africa,Low income
Burkina Faso,BFA,SE.XPD.TOTL.GD.ZS,4.05,2012,Sub-Saharan Africa,Low income
Bangladesh,BGD,SE.PRM.ENRR,111.88,2011,South Asia,Lower middle income
Bangladesh,BGD,SE.PRM.ENRR,79.17,1976,South Asia,Lower middle income
Bangladesh,BGD,SE.PRM.ENRR,120.74,2013,South Asia,Lower middle income
Bangladesh,BGD,SE.PRM.ENRR,102.66,2010,South Asia,Lower middle income
Bangladesh,BGD,SE.PRM.ENRR,74.95,1973,South Asia,Lower middle income
Bangladesh,BGD,SE.PRM.ENRR,73.71,1977,South Asia,Lower middle income
Bangladesh,BGD,SE.SEC.ENRR,16.76,1979,South Asia,Lower middle income
Bangladesh,BGD,SE.SEC.ENRR,46.84,2004,South Asia,Lower middle income
Bangladesh,BGD,SE.SEC.ENRR,46.87,2007,South Asia,Lower middle income
Bangladesh,BGD,SE.SEC.ENRR,53.53,2012,South Asia,Lower middle income
Bangladesh,BGD,SE.SEC.ENRR,46.72,1999,South Asia,Lower middle income
Bangladesh,BGD,SE.TER.ENRR,13.44,2014,South Asia,Lower middle income
Bangladesh,BGD,SE.TER.ENRR,13.39,2012,South Asia,Lower middle income
Bangladesh,BGD,SE.TER.ENRR,4.84,1986,South Asia,Lower middle income
Bangladesh,BGD,SE.TER.ENRR,4.58,1983,South Asia,Lower middle income
Bangladesh,BGD,SE.TER.ENRR,2.78,1976,South Asia,Lower middle income
Bangladesh,BGD,SE.TER.ENRR,7.68,2007,South Asia,Lower middle income
Bangladesh,BGD,SE.TER.ENRR,5.46,1999,South Asia,Lower middle income
Bangladesh,BGD,SE.TER.ENRR,3.73,1982,South Asia,Lower middle income
Bangladesh,BGD,SE.TER.ENRR,4.98,1985,South Asia,Lower middle income
Gabon,GAB,SE.PRM.ENRR,142.18,1975,Sub-Saharan Africa,Upper middle income
Gabon,GAB,SE.PRM.ENRR,146.05,1982,Sub-Saharan Africa,Upper middle income
Gabon,GAB,SE.PRM.ENRR,143.45,1997,Sub-Saharan Africa,Upper middle income
Gabon,GAB,SE.PRM.ENRR,145.79,1995,Sub-Saharan Africa,Upper middle income
Gabon,GAB,SE.PRM.ENRR,138.96,1971,Sub-Saharan Africa,Upper middle income
Gabon,GAB,SE.PRM.ENRR,146.61,1984,Sub-Saharan Africa,Upper middle income
Gabon,GAB,SE.PRM.ENRR,140.57,1973,Sub-Saharan Africa,Upper middle income
Gabon,GAB,SE.SEC.ENRR,41.59,1995,Sub-Saharan Africa,Upper middle income
Gabon,GAB,SE.SEC.ENRR,27.76,1975,Sub-Saharan Africa,Upper middle income
Gabon,GAB,SE.TER.ENRR,7.18,1999,Sub-Saharan Africa,Upper middle income
Gabon,GAB,SE.TER.ENRR,5.45,1989,Sub-Saharan Africa,Upper middle income
Gabon,GAB,SE.TER.ENRR,5.45,1984,Sub-Saharan Africa,Upper middle income
Gabon,GAB,SE.TER.ENRR,8.13,2001,Sub-Saharan Africa,Upper middle income
Gabon,GAB,SE.XPD.TOTL.GD.ZS,3.41,1998,Sub-Saharan Africa,Upper middle income
Gabon,GAB,SE.XPD.TOTL.GD.ZS,3.08,1999,Sub-Saharan Africa,Upper middle income
Ghana,GHA,SE.PRM.ENRR,80.13,1995,Sub-Saharan Africa,Lower middle income
Ghana,GHA,SE.PRM.ENRR,86.01,2000,Sub-Saharan Africa,Lower middle income
Ghana,GHA,SE.PRM.ENRR,78.87,1982,Sub-Saharan Africa,Lower middle income
Ghana,GHA,SE.PRM.ENRR,81.35,1999,Sub-Saharan Africa,Lower middle income
Ghana,GHA,SE.PRM.ENRR,73.45,1989,Sub-Saharan Africa,Lower middle income
Ghana,GHA,SE.PRM.ENRR,106.67,2011,Sub-Saharan Africa,Lower middle income
Ghana,GHA,SE.PRM.ENRR,79.91,1993,Sub-Saharan Africa,Lower middle income
Ghana,GHA,SE.PRM.ENRR,65.02,1975,Sub-Saharan Africa,Lower middle income
Ghana,GHA,SE.PRM.ENRR,64.74,1974,Sub-Saharan Africa,Lower middle income
Ghana,GHA,SE.SEC.ENRR,36.66,2003,Sub-Saharan Africa,Lower middle income
Ghana,GHA,SE.SEC.ENRR,48.35,2008,Sub-Saharan Africa,Lower middle income
Ghana,GHA,SE.SEC.ENRR,57.08,2011,Sub-Saharan Africa,Lower middle income
Ghana,GHA,SE.SEC.ENRR,57.94,2014,Sub-Saharan Africa,Lower middle income
Ghana,GHA,SE.SEC.ENRR,39.89,1981,Sub-Saharan Africa,Lower middle income
Ghana,GHA,SE.TER.ENRR,15.89,2014,Sub-Saharan Africa,Lower middle income
Ghana,GHA,SE.TER.ENRR,12.18,2012,Sub-Saharan Africa,Lower middle income
Ghana,GHA,SE.TER.ENRR,0.69,1971,Sub-Saharan Africa,Lower middle income
Ghana,GHA,SE.TER.ENRR,0.98,1991,Sub-Saharan Africa,Lower middle income
Ghana,GHA,SE.ADT.LITR.ZS,57.9,2000,Sub-Saharan Africa,Lower middle income
Armenia,ARM,SE.TER.ENRR,22.47,1997,Europe & Central Asia,Upper middle income
Armenia,ARM,SE.TER.ENRR,41.77,2006,Europe & Central Asia,Upper middle income
Armenia,ARM,SE.TER.ENRR,46.6,2008,Europe & Central Asia,Upper middle income
Armenia,ARM,SE.TER.ENRR,33.1,1998,Europe & Central Asia,Upper middle income
Armenia,ARM,SE.TER.ENRR,43.91,2012,Europe & Central Asia,Upper middle income
Armenia,ARM,SE.TER.ENRR,35.24,2002,Europe & Central Asia,Upper middle income
Armenia,ARM,SE.XPD.TOTL.GD.ZS,2.77,2012,Europe & Central Asia,Upper middle income
Armenia,ARM,SE.XPD.TOTL.GD.ZS,2.81,2015,Europe & Central Asia,Upper middle income
Antigua and Barbuda,ATG,SE.PRM.ENRR,102.8,2009,Latin America & Caribbean,High income
Antigua and Barbuda,ATG,SE.PRM.ENRR,97.05,2015,Latin America & Caribbean,High income
Antigua and Barbuda,ATG,SE.PRM.ENRR,124.13,2000,Latin America & Caribbean,High income
Antigua and Barbuda,ATG,SE.PRM.ENRR,97.89,2012,Latin America & Caribbean,High income
Antigua and Barbuda,ATG,SE.SEC.ENRR,83.63,1976,Latin America & Caribbean,High income
Antigua and Barbuda,ATG,SE.SEC.ENRR,77.87,2000,Latin America & Caribbean,High income
Antigua and Barbuda,ATG,SE.XPD.TOTL.GD.ZS,3.45,2002,Latin America & Caribbean,High income
Australia,AUS,SE.PRM.ENRR,110.22,1972,East Asia & Pacific,High income
Australia,AUS,SE.PRM.ENRR,108.88,1981,East Asia & Pacific,High income
Australia,AUS,SE.PRM.ENRR,100.5,1998,East Asia & Pacific,High income
Australia,AUS,SE.PRM.ENRR,110.23,1980,East Asia & Pacific,High income
Australia,AUS,SE.PRM.ENRR,101.27,2003,East Asia & Pacific,High income
Australia,AUS,SE.PRM.ENRR,101.15,2002,East Asia & Pacific,High income
Australia,AUS,SE.PRM.ENRR,102.21,2015,East Asia & Pacific,High income
Australia,AUS,SE.PRM.ENRR,105.32,1993,East Asia & Pacific,High income
Australia,AUS,SE.PRM.ENRR,108.45,1976,East Asia & Pacific,High income
Australia,AUS,SE.SEC.ENRR,157.54,1999,East Asia & Pacific,High income
Australia,AUS,SE.SEC.ENRR,148.37,2005,East Asia & Pacific,High income
Australia,AUS,SE.SEC.ENRR,155.08,1998,East Asia & Pacific,High income
Australia,AUS,SE.SEC.ENRR,127.39,2006,East Asia & Pacific,High income
Australia,AUS,SE.TER.ENRR,25.56,1982,East Asia & Pacific,High income
Australia,AUS,SE.TER.ENRR,15.77,1970,East Asia & Pacific,High income
Australia,AUS,SE.TER.ENRR,23.18,1975,East Asia & Pacific,High income
Australia,AUS,SE.TER.ENRR,71.7,2004,East Asia & Pacific,High income
Australia,AUS,SE.TER.ENRR,24.91,1979,East Asia & Pacific,High income
Australia,AUS,SE.TER.ENRR,65.06,1993,East Asia & Pacific,High income
Gabon,GAB,SE.PRM.ENRR,136.79,2001,Sub-Saharan Africa,Upper middle income
Gabon,GAB,SE.PRM.ENRR,145.8,1983,Sub-Saharan Africa,Upper middle income
Gabon,GAB,SE.PRM.ENRR,141.99,2011,Sub-Saharan Africa,Upper middle income
Gabon,GAB,SE.SEC.ENRR,49.7,1997,Sub-Saharan Africa,Upper middle income
Gabon,GAB,SE.SEC.ENRR,30.35,1982,Sub-Saharan Africa,Upper middle income
Gabon,GAB,SE.SEC.ENRR,37.22,1989,Sub-Saharan Africa,Upper middle income
Gabon,GAB,SE.SEC.ENRR,47.87,1999,Sub-Saharan Africa,Upper middle income
Gabon,GAB,SE.SEC.ENRR,37.42,1987,Sub-Saharan Africa,Upper middle income
Gabon,GAB,SE.SEC.ENRR,33.53,1984,Sub-Saharan Africa,Upper middle income
Gabon,GAB,SE.SEC.ENRR,37.99,1986,Sub-Saharan Africa,Upper middle income
